DATE,TIME,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED
11/12/16,15:11,40.679748,-73.92865,1,0,1,0,0,0,0,0
12/18/16,15:55,40.880723,-73.8644302,0,0,0,0,0,0,0,0
12/18/16,19:55,40.7165881,-74.0083799,0,0,0,0,0,0,0,0
12/10/16,13:53,40.8084204,-73.9307481,0,0,0,0,0,0,0,0
12/10/16,13:58,40.8621446,-73.9251066,0,0,0,0,0,0,0,0
12/10/16,14:00,40.8736444,-73.8531739,0,0,0,0,0,0,0,0
12/10/16,14:00,40.6835431,-73.9843735,0,0,0,0,0,0,0,0
12/10/16,14:00,40.7422752,-73.9110445,0,0,0,0,0,0,0,0
11/15/16,18:11,40.8280906,-73.8185496,0,0,0,0,0,0,0,0
11/15/16,1:11,40.8494102,-73.9008853,0,0,0,0,0,0,0,0
11/15/16,1:11,40.7698881,-73.9278061,0,0,0,0,0,0,0,0
11/15/16,21:11,40.768505,-73.912338,0,0,0,0,0,0,0,0
11/15/16,21:11,40.6206882,-74.1100138,0,0,0,0,0,0,0,0
12/18/16,22:35,40.7561391,-73.9831689,0,0,0,0,0,0,0,0
12/18/16,22:50,40.6449535,-73.9518539,3,0,0,0,0,0,3,0
12/18/16,23:00,40.7374999,-73.8527558,0,0,0,0,0,0,0,0
12/18/16,23:40,40.7226626,-73.9979797,0,0,0,0,0,0,0,0
12/18/16,2:00,40.7532439,-73.8896843,1,0,0,0,0,0,1,0
12/18/16,3:30,40.5919895,-73.9766356,0,0,0,0,0,0,0,0
12/18/16,3:44,40.8060668,-73.9090412,0,0,0,0,0,0,0,0
12/17/16,0:00,40.7551698,-73.7799359,0,0,0,0,0,0,0,0
12/17/16,0:00,40.685139,-73.8205936,0,0,0,0,0,0,0,0
12/17/16,0:20,40.752561,-73.896193,0,0,0,0,0,0,0,0
12/17/16,0:30,40.7733364,-73.9442003,0,0,0,0,0,0,0,0
12/17/16,0:45,40.8579711,-73.8727118,0,0,0,0,0,0,0,0
12/17/16,0:47,40.7546805,-73.8937353,0,0,0,0,0,0,0,0
12/17/16,10:00,40.6244038,-74.0173238,0,0,0,0,0,0,0,0
12/17/16,10:30,40.6186469,-73.9575462,0,0,0,0,0,0,0,0
12/17/16,10:37,40.5847883,-74.0884973,0,0,0,0,0,0,0,0
12/17/16,11:00,40.5874173,-73.9593482,0,0,0,0,0,0,0,0
12/17/16,12:18,40.7097167,-73.952359,1,0,0,0,0,0,1,0
12/17/16,12:45,40.6583552,-73.9560071,0,0,0,0,0,0,0,0
12/17/16,13:20,40.7644272,-73.9774704,4,0,0,0,0,0,4,0
12/17/16,13:35,40.6197173,-74.0344614,0,0,0,0,0,0,0,0
12/17/16,14:05,40.6626584,-73.9620814,0,0,0,0,0,0,0,0
12/17/16,17:14,40.838846,-73.8781619,1,0,0,0,0,0,1,0
12/17/16,17:15,40.7369178,-73.8542786,0,0,0,0,0,0,0,0
12/17/16,18:30,40.5860252,-73.9510684,1,0,1,0,0,0,0,0
12/17/16,20:30,40.7180954,-73.956682,0,0,0,0,0,0,0,0
12/17/16,2:40,40.7624884,-73.9629739,0,0,0,0,0,0,0,0
12/17/16,2:45,40.637108,-73.8933748,0,0,0,0,0,0,0,0
12/17/16,6:00,40.6456873,-73.8812317,0,0,0,0,0,0,0,0
12/17/16,6:30,40.6949823,-73.7900876,0,0,0,0,0,0,0,0
12/16/16,0:20,40.7300412,-73.9267872,0,0,0,0,0,0,0,0
12/16/16,0:30,40.6769188,-73.9508358,3,0,0,0,0,0,3,0
12/16/16,10:22,40.7820225,-73.9717231,0,0,0,0,0,0,0,0
12/16/16,10:40,40.6140087,-74.032636,0,0,0,0,0,0,0,0
12/10/16,21:40,40.7152719,-73.8585586,0,0,0,0,0,0,0,0
12/10/16,2:10,40.7871194,-73.9479233,0,0,0,0,0,0,0,0
12/10/16,2:26,40.8549251,-73.8263561,0,0,0,0,0,0,0,0
11/13/16,14:11,40.7967405,-73.9292434,0,0,0,0,0,0,0,0
11/13/16,20:11,40.8750698,-73.8710073,0,0,0,0,0,0,0,0
12/16/16,10:40,40.7190695,-73.9933586,0,0,0,0,0,0,0,0
12/16/16,10:43,40.696197,-73.9887629,0,0,0,0,0,0,0,0
12/16/16,11:15,40.7683948,-73.9868265,0,0,0,0,0,0,0,0
12/16/16,12:45,40.7229393,-73.8001949,0,0,0,0,0,0,0,0
12/16/16,14:40,40.5452864,-74.160641,0,0,0,0,0,0,0,0
12/16/16,14:45,40.5880683,-73.9534179,0,0,0,0,0,0,0,0
12/16/16,15:05,40.6366269,-73.9422507,0,0,0,0,0,0,0,0
12/16/16,15:15,40.6916848,-73.8116872,0,0,0,0,0,0,0,0
12/16/16,16:00,40.7686182,-73.9250746,0,0,0,0,0,0,0,0
12/16/16,16:45,40.7682761,-73.8652347,0,0,0,0,0,0,0,0
12/10/16,7:00,40.6447237,-73.9612123,0,0,0,0,0,0,0,0
12/10/16,7:05,40.7014547,-73.9896203,0,0,0,0,0,0,0,0
11/12/16,9:11,40.6964813,-73.8417463,0,0,0,0,0,0,0,0
11/12/16,9:11,40.7560994,-73.7465393,0,0,0,0,0,0,0,0
11/12/16,9:11,40.8191498,-73.9306098,0,0,0,0,0,0,0,0
12/16/16,17:41,40.7393734,-73.7918854,0,0,0,0,0,0,0,0
12/16/16,17:45,40.7774712,-73.9830155,0,0,0,0,0,0,0,0
12/16/16,17:51,40.6701245,-73.9552712,0,0,0,0,0,0,0,0
12/16/16,18:00,40.6541334,-73.9123297,0,0,0,0,0,0,0,0
12/16/16,18:16,40.836537,-73.9258762,0,0,0,0,0,0,0,0
12/16/16,18:30,40.5902941,-73.9528583,0,0,0,0,0,0,0,0
12/16/16,18:30,40.7328231,-73.8683917,0,0,0,0,0,0,0,0
12/16/16,18:40,40.6953267,-73.7892715,1,0,0,0,0,0,1,0
12/16/16,19:00,40.7596798,-73.8323482,0,0,0,0,0,0,0,0
12/16/16,19:00,40.6805257,-73.7632909,0,0,0,0,0,0,0,0
12/16/16,1:50,40.641653,-73.8791922,0,0,0,0,0,0,0,0
12/16/16,21:00,40.5797344,-74.1142267,0,0,0,0,0,0,0,0
12/16/16,21:00,40.7552048,-73.7419019,1,0,0,0,0,0,1,0
12/16/16,21:15,40.7019114,-73.936979,1,0,0,0,0,0,1,0
12/16/16,21:55,40.7271079,-73.8590133,0,0,0,0,0,0,0,0
12/16/16,22:00,40.7585627,-73.9831106,0,0,0,0,0,0,0,0
12/16/16,23:26,40.8392422,-73.8666722,0,0,0,0,0,0,0,0
12/16/16,6:10,40.8451897,-73.9111894,0,0,0,0,0,0,0,0
12/16/16,6:30,40.8196938,-73.9016016,0,0,0,0,0,0,0,0
12/16/16,6:32,40.759625,-73.9700794,0,0,0,0,0,0,0,0
12/9/16,20:20,40.5272419,-74.1664465,0,0,0,0,0,0,0,0
12/9/16,20:21,40.8566258,-73.8318929,1,0,0,0,0,0,1,0
12/9/16,20:30,40.6241708,-73.9704715,0,0,0,0,0,0,0,0
12/9/16,20:30,40.7517512,-73.8818438,0,0,0,0,0,0,0,0
12/9/16,20:30,40.691851,-73.8092563,0,0,0,0,0,0,0,0
11/8/16,9:11,40.7639012,-73.9532241,0,0,0,0,0,0,0,0
11/7/16,15:11,40.8149368,-73.9149539,1,0,1,0,0,0,0,0
11/7/16,16:11,40.8221187,-73.8968793,0,0,0,0,0,0,0,0
11/7/16,16:11,40.7012442,-73.9081023,1,0,0,0,0,0,1,0
11/7/16,17:13,40.7006056,-73.7823015,0,0,0,0,0,0,0,0
12/16/16,7:50,40.6645108,-73.8810215,0,0,0,0,0,0,0,0
12/16/16,8:15,40.5958548,-74.0960593,0,0,0,0,0,0,0,0
12/16/16,9:00,40.7408987,-73.8210669,0,0,0,0,0,0,0,0
12/16/16,9:10,40.6804018,-73.9295578,0,0,0,0,0,0,0,0
12/16/16,9:20,40.6984634,-73.9601965,1,0,0,0,0,0,1,0
12/16/16,9:25,40.7188496,-73.9892173,0,0,0,0,0,0,0,0
12/9/16,5:12,40.7111199,-73.8983604,0,0,0,0,0,0,0,0
11/11/16,14:11,40.6903113,-73.9988005,0,0,0,0,0,0,0,0
11/11/16,14:11,40.7437307,-73.9880007,1,0,0,0,0,0,1,0
12/15/16,10:20,40.8229458,-73.8681791,0,0,0,0,0,0,0,0
12/15/16,11:21,40.691597,-73.9914466,0,0,0,0,0,0,0,0
12/15/16,13:30,40.6750576,-73.8054865,0,0,0,0,0,0,0,0
12/9/16,8:50,40.7638895,-73.84001,0,0,0,0,0,0,0,0
11/6/16,15:11,40.6655483,-73.9536882,1,0,0,0,0,0,1,0
11/6/16,16:11,40.6345512,-73.9147622,0,0,0,0,0,0,0,0
11/6/16,16:11,40.720974,-73.9887624,0,0,0,0,0,0,0,0
11/6/16,22:11,40.7469334,-73.8486506,0,0,0,0,0,0,0,0
11/6/16,2:11,40.6854992,-73.9177006,3,0,0,0,0,0,3,0
11/5/16,10:11,40.8701422,-73.8575964,0,0,0,0,0,0,0,0
11/5/16,10:11,40.6243393,-74.0939605,0,0,0,0,0,0,0,0
11/5/16,10:11,40.5603999,-74.1697646,0,0,0,0,0,0,0,0
11/5/16,12:11,40.5250272,-74.2392663,1,0,0,0,0,0,1,0
12/15/16,13:30,40.6196656,-74.0996777,0,0,0,0,0,0,0,0
12/15/16,17:00,40.7609737,-73.8576493,0,0,0,0,0,0,0,0
12/15/16,17:00,40.8134615,-73.9060471,1,0,0,0,0,0,1,0
12/15/16,17:10,40.6107448,-74.0958285,0,0,0,0,0,0,0,0
12/15/16,20:00,40.6790734,-73.9252653,1,0,0,0,0,0,1,0
12/15/16,20:30,40.6419313,-73.958407,0,0,0,0,0,0,0,0
12/15/16,21:20,40.7999787,-73.9427338,0,0,0,0,0,0,0,0
12/15/16,21:30,40.849967,-73.9141573,0,0,0,0,0,0,0,0
12/15/16,21:30,40.7460038,-73.9942618,0,0,0,0,0,0,0,0
12/15/16,8:30,40.6759649,-73.818192,0,0,0,0,0,0,0,0
11/5/16,16:11,40.7952524,-73.9732091,0,0,0,0,0,0,0,0
12/15/16,8:32,40.6663971,-73.8348788,0,0,0,0,0,0,0,0
12/14/16,12:00,40.7561564,-73.9912398,0,0,0,0,0,0,0,0
12/14/16,12:00,40.8407504,-73.935438,0,0,0,0,0,0,0,0
12/14/16,12:00,40.6963843,-73.8601637,0,0,0,0,0,0,0,0
12/14/16,12:20,40.8236421,-73.8939033,0,0,0,0,0,0,0,0
12/14/16,12:20,40.5676287,-74.1126115,0,0,0,0,0,0,0,0
12/14/16,12:30,40.6701245,-73.9552712,0,0,0,0,0,0,0,0
12/14/16,13:30,40.7538122,-73.9019552,0,0,0,0,0,0,0,0
12/8/16,12:00,40.6339191,-74.1251317,0,0,0,0,0,0,0,0
12/8/16,12:12,40.7646168,-73.9583231,0,0,0,0,0,0,0,0
11/4/16,12:11,40.7586961,-73.9342506,0,0,0,0,0,0,0,0
11/4/16,12:11,40.6235876,-74.0827706,0,0,0,0,0,0,0,0
12/14/16,16:31,40.7449744,-73.9918511,0,0,0,0,0,0,0,0
12/14/16,17:00,40.6276892,-74.110998,1,0,0,0,0,0,1,0
12/14/16,17:15,40.8341501,-73.8547246,0,0,0,0,0,0,0,0
12/14/16,18:20,40.6654924,-73.9213659,2,0,0,0,0,0,2,0
12/14/16,18:41,40.6972419,-73.7595314,0,0,0,0,0,0,0,0
12/14/16,18:45,40.7017718,-73.8066961,1,0,1,0,0,0,0,0
12/14/16,19:00,40.7736198,-73.9457279,0,0,0,0,0,0,0,0
12/14/16,1:15,40.7521711,-73.9913774,0,0,0,0,0,0,0,0
12/8/16,16:30,40.571041,-74.1091833,0,0,0,0,0,0,0,0
11/4/16,16:11,40.7676961,-73.7817985,1,0,0,0,0,0,1,0
11/4/16,16:11,40.6970863,-73.803363,2,0,0,0,0,0,2,0
11/4/16,23:11,40.8451897,-73.9111894,2,0,0,0,0,0,4,0
12/14/16,21:24,40.607921,-74.089205,0,0,0,0,0,0,0,0
12/14/16,9:00,40.7279455,-73.7523649,0,0,0,0,0,0,0,0
12/14/16,9:20,40.6547385,-73.9069229,1,0,0,0,1,0,0,0
12/14/16,9:30,40.7220991,-73.7777101,1,0,0,0,0,0,1,0
12/13/16,11:20,40.7598419,-73.9841751,1,0,1,0,0,0,0,0
12/13/16,11:30,40.838621,-73.9270738,0,0,0,0,0,0,0,0
12/13/16,11:30,40.7132123,-73.9382128,0,0,0,0,0,0,0,0
12/13/16,13:14,40.6974568,-73.9548489,0,0,0,0,0,0,0,0
12/13/16,13:45,40.8687758,-73.913352,0,0,0,0,0,0,0,0
12/13/16,19:15,40.8088424,-73.9658127,0,0,0,0,0,0,0,0
12/13/16,1:00,40.8384401,-73.8826178,0,0,0,0,0,0,0,0
12/13/16,21:00,40.8169912,-73.9387379,0,0,0,0,0,0,0,0
12/13/16,21:23,40.8107645,-73.9525902,1,0,0,0,1,0,0,0
12/13/16,22:43,40.7653647,-73.987578,0,0,0,0,0,0,0,0
12/13/16,22:50,40.7279132,-74.003157,0,0,0,0,0,0,0,0
12/13/16,23:00,40.8865409,-73.8590694,0,0,0,0,0,0,0,0
12/13/16,23:15,40.6789355,-73.9737389,0,0,0,0,0,0,0,0
12/7/16,15:12,40.7502487,-73.7542692,0,0,0,0,0,0,0,0
12/7/16,15:30,40.6990165,-73.8069565,0,0,0,0,0,0,0,0
11/27/16,13:11,40.6039616,-74.0836574,1,0,1,0,0,0,0,0
11/3/16,13:11,40.6109631,-74.0133765,0,0,0,0,0,0,0,0
11/3/16,13:11,40.7002336,-73.9598709,0,0,0,0,0,0,0,0
11/3/16,13:11,40.7210372,-73.9894478,0,0,0,0,0,0,0,0
12/13/16,6:00,40.5911027,-73.9651429,1,0,1,0,0,0,0,0
12/13/16,6:04,40.8486931,-73.9032792,0,0,0,0,0,0,0,0
12/13/16,6:08,40.8278679,-73.8235801,1,0,0,0,0,0,1,0
12/13/16,6:55,40.7640562,-73.9647563,0,0,0,0,0,0,0,0
10/30/16,18:10,40.6239056,-74.0000829,0,0,0,0,0,0,0,0
10/30/16,18:10,40.788269,-73.8161267,0,0,0,0,0,0,0,0
10/30/16,18:10,40.8156043,-73.9342929,1,0,0,0,0,0,1,0
10/30/16,19:10,40.6568012,-73.9279933,0,0,0,0,0,0,0,0
10/30/16,19:10,40.6286836,-74.0121408,0,0,0,0,0,0,0,0
10/30/16,19:10,40.6314722,-73.9195434,0,0,0,0,0,0,0,0
10/30/16,19:10,40.7661594,-73.8209025,0,0,0,0,0,0,0,0
10/30/16,19:10,40.7584175,-73.7967063,0,0,0,0,0,0,0,0
10/30/16,19:10,40.6661512,-73.8057432,0,0,0,0,0,0,0,0
10/30/16,19:10,40.5349488,-74.237057,0,0,0,0,0,0,0,0
10/30/16,1:10,40.608595,-74.0048548,1,0,1,0,0,0,0,0
10/30/16,1:10,40.6807215,-73.9537895,1,0,0,0,1,0,0,0
10/30/16,1:10,40.7665738,-73.8173887,1,0,0,0,0,0,1,0
12/13/16,9:40,40.5610915,-74.1698275,0,0,0,0,0,0,0,0
12/12/16,10:55,40.7314723,-73.9192134,0,0,0,0,0,0,0,0
12/12/16,11:30,40.7342314,-73.991571,0,0,0,0,0,0,0,0
12/12/16,11:50,40.7832257,-73.8431254,0,0,0,0,0,0,0,0
12/12/16,13:46,40.7568386,-73.8387135,1,0,0,0,0,0,2,0
12/12/16,13:50,40.6924529,-73.810997,0,0,0,0,0,0,0,0
12/12/16,16:00,40.7112491,-73.9481196,0,0,0,0,0,0,0,0
12/12/16,16:00,40.676121,-73.9359976,0,0,0,0,0,0,0,0
12/12/16,16:30,40.6829404,-73.8719496,0,0,0,0,0,0,0,0
12/12/16,16:30,40.7127264,-73.8793411,0,0,0,0,0,0,0,0
12/12/16,18:35,40.671645,-73.9625737,1,0,1,0,0,0,0,0
12/12/16,20:15,40.6631828,-73.9624487,0,0,0,0,0,0,0,0
12/12/16,5:30,40.6469127,-73.9133951,0,0,0,0,0,0,0,0
12/12/16,6:00,40.8613524,-73.8977368,0,0,0,0,0,0,0,0
12/12/16,6:35,40.7159588,-73.7456406,0,0,0,0,0,0,0,0
12/12/16,7:08,40.7631936,-73.8064312,1,0,0,0,0,0,1,0
12/12/16,7:20,40.7284052,-73.9174961,0,0,0,0,0,0,0,0
12/12/16,8:08,40.7404705,-73.9982859,0,0,0,0,0,0,0,0
12/12/16,9:39,40.7362779,-73.7441991,0,0,0,0,0,0,0,0
12/11/16,14:00,40.730669,-73.9988526,0,0,0,0,0,0,0,0
12/11/16,14:20,40.7198373,-73.826229,0,0,0,0,0,0,0,0
12/10/16,17:25,40.6534469,-73.8868076,0,0,0,0,0,0,0,0
12/10/16,17:30,40.6364471,-73.9451224,0,0,0,0,0,0,0,0
12/10/16,17:42,40.7139775,-73.9530878,1,0,0,0,0,0,1,0
12/10/16,18:37,40.7583082,-73.9629257,1,0,0,0,1,0,0,0
12/10/16,19:00,40.7485121,-73.9887144,0,0,0,0,0,0,0,0
12/10/16,1:53,40.7158492,-73.8099009,1,0,0,0,0,0,1,0
12/10/16,20:00,40.8030725,-73.9383714,0,0,0,0,0,0,0,0
12/7/16,8:12,40.6290569,-73.948324,0,0,0,0,0,0,0,0
12/7/16,8:12,40.6641563,-73.9811268,0,0,0,0,0,0,0,0
12/7/16,8:12,40.6481525,-74.0108218,0,0,0,0,0,0,0,0
11/2/16,19:11,40.8165575,-73.9167618,0,0,0,0,0,0,0,0
12/9/16,10:10,40.7494844,-73.9753821,0,0,0,0,0,0,0,0
12/9/16,13:50,40.705288,-73.938011,0,0,0,0,0,0,0,0
12/7/16,9:12,40.7461046,-73.7196276,0,0,0,0,0,0,0,0
12/7/16,9:12,40.680026,-73.7946162,0,0,0,0,0,0,0,0
11/2/16,21:11,40.7521803,-73.8520037,0,0,0,0,0,0,0,0
11/2/16,21:11,40.7031657,-73.8166124,1,0,0,0,0,0,1,0
11/2/16,8:11,40.830588,-73.8689733,0,0,0,0,0,0,0,0
11/2/16,8:11,40.6503881,-73.958708,0,0,0,0,0,0,0,0
12/9/16,14:30,40.6206653,-74.1671374,0,0,0,0,0,0,0,0
12/9/16,17:00,40.6086217,-74.1482289,0,0,0,0,0,0,0,0
12/8/16,12:12,40.7236863,-73.9964752,1,0,1,0,0,0,0,0
12/8/16,14:12,40.6127489,-74.127217,0,0,0,0,0,0,0,0
12/8/16,15:12,40.7791801,-73.9507928,0,0,0,0,0,0,0,0
12/8/16,15:15,40.5738309,-74.1217003,0,0,0,0,0,0,0,0
11/2/16,9:11,40.6658565,-73.9430544,0,0,0,0,0,0,0,0
11/1/16,11:11,40.7254892,-73.9486678,0,0,0,0,0,0,0,0
11/1/16,11:11,40.799255,-73.9390504,0,0,0,0,0,0,0,0
12/8/16,7:30,40.6029506,-73.9533211,0,0,0,0,0,0,0,0
12/7/16,10:12,40.6675224,-73.7806252,0,0,0,0,0,0,0,0
12/7/16,13:12,40.7597902,-73.9879256,0,0,0,0,0,0,0,0
12/7/16,16:12,40.6684609,-73.9422844,0,0,0,0,0,0,0,0
12/7/16,16:12,40.6687063,-73.9295702,0,0,0,0,0,0,0,0
12/7/16,22:12,40.7563818,-73.9643237,0,0,0,0,0,0,0,0
12/7/16,22:15,40.6405903,-73.9542821,0,0,0,0,0,0,0,0
12/7/16,3:12,40.8171184,-73.8830681,0,0,0,0,0,0,0,0
12/7/16,5:00,40.7271664,-73.9915358,0,0,0,0,0,0,0,0
12/7/16,5:12,40.577945,-74.1023153,0,0,0,0,0,0,0,0
11/1/16,16:11,40.6793553,-73.9124084,0,0,0,0,0,0,0,0
12/7/16,5:29,40.8397833,-73.837018,0,0,0,0,0,0,0,0
12/7/16,6:12,40.6240284,-73.9718441,0,0,0,0,0,0,0,0
12/7/16,6:12,40.654696,-74.0111039,0,0,0,0,0,0,0,0
12/6/16,13:12,40.7559206,-73.9025043,0,0,0,0,0,0,0,0
12/6/16,13:12,40.6435213,-74.0812855,0,0,0,0,0,0,0,0
12/6/16,15:15,40.734034,-73.9950494,0,0,0,0,0,0,0,0
11/1/16,6:11,40.7567642,-73.9671533,0,0,0,0,0,0,0,0
11/1/16,7:11,40.6585778,-73.8906229,0,0,0,0,0,0,0,0
11/1/16,7:11,40.6419313,-73.958407,0,0,0,0,0,0,0,0
12/6/16,21:12,40.8293094,-73.8875924,0,0,0,0,0,0,0,0
12/6/16,8:12,40.7489446,-73.8803871,0,0,0,0,0,0,0,0
12/6/16,8:12,40.6788282,-73.8202501,0,0,0,0,0,0,0,0
12/6/16,8:12,40.6083666,-74.1482639,0,0,0,0,0,0,0,0
12/6/16,8:12,40.7417355,-73.728289,0,0,0,0,0,0,0,0
12/6/16,8:12,40.8473995,-73.9284068,0,0,0,0,0,0,0,0
12/6/16,9:12,40.73038,-73.9863758,0,0,0,0,0,0,0,0
12/5/16,13:12,40.7197624,-73.9447576,0,0,0,0,0,0,0,0
12/5/16,13:12,40.8797713,-73.8799348,1,0,1,0,0,0,0,0
12/5/16,14:10,40.7500991,-73.9749344,0,0,0,0,0,0,0,0
12/5/16,14:12,40.6195715,-73.9335375,0,0,0,0,0,0,0,0
12/5/16,14:12,40.7128974,-73.9175478,0,0,0,0,0,0,0,0
12/5/16,15:12,40.7356365,-73.9052583,0,0,0,0,0,0,0,0
11/1/16,9:11,40.7572855,-73.9781153,0,0,0,0,0,0,0,0
11/1/16,9:11,40.8050573,-73.9390342,0,0,0,0,0,0,0,0
12/6/16,7:12,40.619008,-74.0381604,0,0,0,0,0,0,0,0
12/5/16,18:12,40.5820191,-73.9711345,1,0,0,0,0,0,1,0
12/5/16,19:12,40.6657647,-73.7298347,0,0,0,0,0,0,0,0
12/5/16,4:12,40.7499403,-73.8824498,1,0,0,0,0,0,1,0
12/5/16,9:12,40.7283926,-73.8330138,0,0,0,0,0,0,0,0
12/5/16,9:12,40.8360929,-73.8703818,0,0,0,0,0,0,0,0
12/5/16,9:12,40.7776881,-73.9834993,1,0,1,0,0,0,0,0
12/5/16,9:30,40.7491758,-73.9670136,0,0,0,0,0,0,0,0
12/3/16,10:12,40.7678891,-73.9815125,0,0,0,0,0,0,0,0
12/3/16,11:12,40.6812639,-73.839529,0,0,0,0,0,0,0,0
10/31/16,16:10,40.7865943,-73.9683844,1,0,0,0,1,0,0,0
10/31/16,17:10,40.6794435,-73.956379,0,0,0,0,0,0,0,0
10/31/16,17:10,40.7236776,-73.9893897,0,0,0,0,0,0,0,0
12/5/16,16:12,40.8430823,-73.893229,0,0,0,0,0,0,0,0
12/5/16,16:12,40.6754912,-73.9388426,0,0,0,0,0,0,0,0
12/3/16,17:12,40.7986267,-73.9395205,2,0,0,0,0,0,2,0
12/3/16,18:12,40.6901224,-73.9231687,0,0,0,0,0,0,0,0
12/3/16,18:12,40.5939967,-73.9807109,0,0,0,0,0,0,0,0
12/3/16,19:12,40.5958903,-74.0858762,0,0,0,0,0,0,0,0
12/3/16,19:12,40.5598032,-74.1282931,0,0,0,0,0,0,0,0
12/3/16,19:12,40.52474,-74.2334345,0,0,0,0,0,0,0,0
12/3/16,19:12,40.7453916,-73.9055801,1,0,0,0,1,0,0,0
12/3/16,19:12,40.5721317,-74.1080873,1,0,0,0,0,0,1,0
12/3/16,1:12,40.8453518,-73.9281973,0,0,0,0,0,0,0,0
12/3/16,1:12,40.6331533,-73.9776156,1,0,0,0,0,0,1,0
12/3/16,20:07,40.7485912,-73.9080153,1,0,0,0,1,0,0,0
10/31/16,8:10,40.6271444,-74.0003134,0,0,0,0,0,0,0,0
10/31/16,8:10,40.7583771,-73.9943762,0,0,0,0,0,0,0,0
12/5/16,17:12,40.7537359,-73.8276096,1,0,1,0,0,0,0,0
12/5/16,18:00,40.8451897,-73.9111894,0,0,0,0,0,0,0,0
12/5/16,18:12,40.7449961,-73.9887728,0,0,0,0,0,0,0,0
12/5/16,18:12,40.7902773,-73.9395895,0,0,0,0,0,0,0,0
12/5/16,19:12,40.5424924,-74.1565146,0,0,0,0,0,0,0,0
12/3/16,20:12,40.6911938,-73.9977679,0,0,0,0,0,0,0,0
12/3/16,20:12,40.6377772,-74.0761405,0,0,0,0,0,0,0,0
12/3/16,21:12,40.7615508,-73.9665842,0,0,0,0,0,0,0,0
12/3/16,21:12,40.7865557,-73.7930815,0,0,0,0,0,0,0,0
12/3/16,21:12,40.6680178,-73.9348951,5,0,0,0,0,0,5,0
12/3/16,22:12,40.6757357,-73.8968533,0,0,0,0,0,0,0,0
12/3/16,22:12,40.8119813,-73.942402,0,0,0,0,0,0,0,0
12/3/16,22:12,40.6651609,-73.73457,0,0,0,0,0,0,0,0
12/3/16,23:12,40.8611994,-73.9349563,1,0,0,0,0,0,1,0
12/3/16,6:12,40.6809673,-73.9031727,0,0,0,0,0,0,0,0
12/3/16,6:12,40.6191501,-74.0399651,0,0,0,0,0,0,0,0
12/3/16,6:12,40.7454217,-73.9909669,0,0,0,0,0,0,0,0
12/3/16,6:12,40.7529991,-73.9698874,0,0,0,0,0,0,0,0
12/3/16,6:12,40.7752455,-73.9476221,0,0,0,0,0,0,0,0
12/3/16,6:12,40.692317,-73.8826776,0,0,0,0,0,0,0,0
12/4/16,12:12,40.8986675,-73.8529884,0,0,0,0,0,0,0,0
12/4/16,12:12,40.8784557,-73.8816657,0,0,0,0,0,0,0,0
12/4/16,12:12,40.8694288,-73.8257368,0,0,0,0,0,0,0,0
12/3/16,7:12,40.6505297,-73.9558249,1,0,0,0,0,0,1,0
12/3/16,8:12,40.7251415,-73.933801,1,0,0,0,0,0,1,0
12/3/16,8:12,40.8451897,-73.9111894,2,0,0,0,0,0,2,0
12/3/16,9:00,40.6791099,-73.91468,1,0,1,0,0,0,0,0
12/3/16,9:12,40.6616793,-74.0000216,1,0,0,0,0,0,1,0
10/30/16,19:10,40.6797033,-73.9616787,0,0,0,0,0,0,0,0
10/30/16,19:10,40.775292,-73.9536264,0,0,0,0,0,0,0,0
10/30/16,19:10,40.7538605,-73.980596,0,0,0,0,0,0,0,0
12/3/16,9:40,40.663297,-73.9039121,0,0,0,0,0,0,0,0
12/3/16,9:40,40.7098302,-74.0120004,0,0,0,0,0,0,0,0
12/2/16,0:12,40.7606005,-73.9643142,0,0,0,0,0,0,0,0
12/2/16,0:12,40.8354859,-73.9493936,0,0,0,0,0,0,0,0
12/2/16,0:12,40.8238985,-73.9080882,2,0,0,0,0,0,2,0
12/2/16,10:12,40.821169,-73.9135549,0,0,0,0,0,0,0,0
12/2/16,10:12,40.7274022,-73.9885376,0,0,0,0,0,0,0,0
12/2/16,10:12,40.7189626,-74.0012734,0,0,0,0,0,0,0,0
12/2/16,10:12,40.7532425,-73.9666173,0,0,0,0,0,0,0,0
12/4/16,4:12,40.8870811,-73.9041347,0,0,0,0,0,0,0,0
12/4/16,4:12,40.8285818,-73.8791708,0,0,0,0,0,0,0,0
12/4/16,5:12,40.7337803,-73.9187054,0,0,0,0,0,0,0,0
12/2/16,10:12,40.7548762,-73.9685222,0,0,0,0,0,0,0,0
12/2/16,10:12,40.7986223,-73.9416189,0,0,0,0,0,0,0,0
12/2/16,10:12,40.7482849,-73.7133206,0,0,0,0,0,0,0,0
12/2/16,10:12,40.7546563,-73.7180792,0,0,0,0,0,0,0,0
12/2/16,11:12,40.720888,-73.9408681,0,0,0,0,0,0,0,0
12/2/16,12:12,40.8992504,-73.8581779,0,0,0,0,0,0,0,0
12/2/16,12:12,40.7612498,-73.9699198,0,0,0,0,0,0,0,0
