DATE,TIME,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED
12/30/16,10:00,40.6236497,-73.9158424,0,0,0,0,0,0,0,0
12/3/16,15:12,40.7372367,-73.9885395,0,0,0,0,0,0,0,0
11/4/16,21:11,40.8408545,-73.8750067,6,0,0,0,0,0,6,0
11/4/16,22:11,40.8774757,-73.8366002,0,0,0,0,0,0,0,0
11/4/16,22:11,40.6939295,-73.9616489,0,0,0,0,0,0,0,0
11/4/16,22:11,40.636507,-73.9439982,0,0,0,0,0,0,0,0
12/30/16,11:15,40.7070163,-73.7982589,0,0,0,0,0,0,0,0
12/30/16,13:00,40.820189,-73.8906752,0,0,0,0,0,0,0,0
12/30/16,15:15,40.7136371,-73.987061,0,0,0,0,0,0,0,0
12/30/16,15:15,40.869274,-73.8305316,1,0,1,0,0,0,0,0
12/30/16,15:18,40.6126321,-74.1285963,0,0,0,0,0,0,0,0
12/30/16,15:40,40.781952,-73.9754821,0,0,0,0,0,0,0,0
12/30/16,16:04,40.7584012,-73.9865217,0,0,0,0,0,0,0,0
12/30/16,16:05,40.7653588,-73.7442823,0,0,0,0,0,0,0,0
12/30/16,17:13,40.6921261,-73.9846996,0,0,0,0,0,0,0,0
12/30/16,17:20,40.6022727,-73.7533553,0,0,0,0,0,0,0,0
12/30/16,19:55,40.6398068,-73.9513064,1,0,1,0,0,0,0,0
12/30/16,1:05,40.7098058,-73.9919095,0,0,0,0,0,0,0,0
12/30/16,1:25,40.7895799,-73.7841354,0,0,0,0,0,0,0,0
12/30/16,20:00,40.7476298,-73.8631022,0,0,0,0,0,0,0,0
12/30/16,20:30,40.7337178,-73.9882154,0,0,0,0,0,0,0,0
12/30/16,22:28,40.6294805,-73.9444689,0,0,0,0,0,0,0,0
12/30/16,22:30,40.6577204,-73.8953818,0,0,0,0,0,0,0,0
12/30/16,8:10,40.5972647,-73.7671545,0,0,0,0,0,0,0,0
12/30/16,8:15,40.8350947,-73.8869611,0,0,0,0,0,0,0,0
12/30/16,8:15,40.6326333,-74.0125342,0,0,0,0,0,0,0,0
12/30/16,8:20,40.6849601,-73.9731993,0,0,0,0,0,0,0,0
12/29/16,12:51,40.6485683,-73.9178002,0,0,0,0,0,0,0,0
12/29/16,19:00,40.7109764,-73.9403936,0,0,0,0,0,0,0,0
12/29/16,20:20,40.5342669,-74.1539735,0,0,0,0,0,0,0,0
12/29/16,20:30,40.7583736,-73.9709932,0,0,0,0,0,0,0,0
12/29/16,20:30,40.7654813,-73.9136994,0,0,0,0,0,0,0,0
12/3/16,3:12,40.762663,-73.9811458,0,0,0,0,0,0,0,0
12/29/16,21:50,40.6898227,-73.9814044,0,0,0,0,0,0,0,0
12/29/16,3:30,40.7177239,-73.9857652,0,0,0,0,0,0,0,0
12/29/16,3:40,40.8282401,-73.8264843,0,0,0,0,0,0,0,0
12/29/16,9:00,40.7434485,-74.0035402,0,0,0,0,0,0,0,0
12/29/16,9:00,40.6589735,-73.7272528,0,0,0,0,0,0,0,0
12/29/16,9:15,40.750218,-73.979056,1,0,0,0,1,0,0,0
12/28/16,0:30,40.7063674,-73.9253465,0,0,0,0,0,0,0,0
12/28/16,11:30,40.5928174,-73.908068,0,0,0,0,0,0,0,0
12/28/16,12:00,40.7453421,-73.9904869,0,0,0,0,0,0,0,0
12/28/16,12:00,40.7604444,-73.8936755,0,0,0,0,0,0,0,0
12/28/16,12:09,40.6467706,-73.9520508,0,0,0,0,0,0,0,0
12/28/16,12:20,40.73361,-73.9238405,0,0,0,0,0,0,0,0
12/28/16,13:50,40.7577535,-73.9277037,0,0,0,0,0,0,0,0
12/28/16,14:48,40.6645902,-73.9268459,0,0,0,0,0,0,0,0
12/28/16,14:45,40.8656835,-73.8833117,1,0,1,0,0,0,0,0
12/28/16,14:56,40.6815439,-73.8106703,1,0,0,0,0,0,1,0
12/28/16,14:59,40.6632839,-73.9609564,2,0,0,0,0,0,2,0
10/2/16,19:10,40.760507,-73.9569807,0,0,0,0,0,0,0,0
12/28/16,16:00,40.7228935,-73.9390408,0,0,0,0,0,0,0,0
12/28/16,16:00,40.5880352,-73.9604063,0,0,0,0,0,0,0,0
12/28/16,16:00,40.6996983,-73.8212505,0,0,0,0,0,0,0,0
12/2/16,18:12,40.6596509,-73.7738282,1,0,0,0,0,0,1,0
12/28/16,17:00,40.6771023,-73.9247844,0,0,0,0,0,0,0,0
12/28/16,17:15,40.6078158,-74.1408121,2,0,0,0,0,0,2,0
12/28/16,17:50,40.6650637,-73.9028029,1,0,1,0,0,0,0,0
12/28/16,17:55,40.7034565,-73.7999287,1,0,1,0,0,0,0,0
12/28/16,18:00,40.6446136,-73.9266876,0,0,0,0,0,0,0,0
12/28/16,18:00,40.8018024,-73.9512637,0,0,0,0,0,0,0,0
12/28/16,21:00,40.719279,-73.8156785,1,0,1,0,0,0,0,0
12/28/16,9:10,40.6833601,-73.7972488,0,0,0,0,0,0,0,0
12/27/16,10:50,40.698677,-73.9588584,0,0,0,0,0,0,0,0
12/27/16,10:53,40.7303695,-73.9138714,0,0,0,0,0,0,0,0
12/27/16,12:30,40.7596375,-73.8908432,0,0,0,0,0,0,0,0
12/27/16,12:30,40.7502693,-73.8794319,0,0,0,0,0,0,0,0
12/27/16,12:30,40.5719009,-74.1083317,0,0,0,0,0,0,0,0
12/27/16,12:55,40.6707344,-73.9337245,0,0,0,0,0,0,0,0
12/27/16,14:10,40.8421121,-73.8255568,0,0,0,0,0,0,0,0
12/27/16,15:50,40.5781185,-73.9416569,0,0,0,0,0,0,0,0
12/27/16,16:12,40.7816643,-73.8336469,0,0,0,0,0,0,0,0
12/27/16,16:25,40.7401649,-73.8952416,1,0,0,0,1,0,0,0
12/27/16,16:30,40.7590379,-73.9861281,0,0,0,0,0,0,0,0
12/27/16,16:45,40.6977875,-73.913906,0,0,0,0,0,0,0,0
12/1/16,10:12,40.7441674,-73.9124783,0,0,0,0,0,0,0,0
12/27/16,17:55,40.6895106,-73.9480392,1,0,1,0,0,0,0,0
12/26/16,13:09,40.6396243,-73.9547692,0,0,0,0,0,0,0,0
12/26/16,18:15,40.7411926,-73.7927857,0,0,0,0,0,0,0,0
12/26/16,19:00,40.66454,-73.8227505,0,0,0,0,0,0,0,0
12/26/16,19:00,40.6750916,-73.8918612,2,0,0,0,0,0,2,0
12/26/16,19:19,40.5881398,-73.931783,0,0,0,0,0,0,0,0
12/1/16,19:12,40.8453518,-73.9281973,0,0,0,0,0,0,0,0
12/25/16,13:00,40.6972977,-73.9237771,0,0,0,0,0,0,0,0
12/1/16,23:12,40.722499,-73.940404,0,0,0,0,0,0,0,0
12/1/16,3:12,40.7692957,-73.9949385,0,0,0,0,0,0,0,0
12/25/16,14:25,40.6585778,-73.8906229,1,0,0,0,0,0,1,0
12/25/16,14:30,40.8375033,-73.9105956,0,0,0,0,0,0,0,0
12/25/16,14:30,40.7004719,-73.939862,0,0,0,0,0,0,0,0
12/25/16,15:15,40.7626784,-73.9543321,0,0,0,0,0,0,0,0
12/25/16,15:45,40.7169891,-73.9982468,0,0,0,0,0,0,0,0
12/25/16,15:50,40.7454622,-73.8758281,0,0,0,0,0,0,0,0
12/1/16,9:12,40.6960346,-73.9845292,0,0,0,0,0,0,0,0
12/1/16,9:12,40.6083842,-73.97699,0,0,0,0,0,0,0,0
12/25/16,16:00,40.6227964,-74.0084221,0,0,0,0,0,0,0,0
12/25/16,16:00,40.7031519,-74.0144301,0,0,0,0,0,0,0,0
12/25/16,16:00,40.7095327,-73.7963937,0,0,0,0,0,0,0,0
11/30/16,11:11,40.6733222,-73.9629117,0,0,0,0,0,0,0,0
11/30/16,11:11,40.766359,-73.8875543,0,0,0,0,0,0,0,0
11/4/16,22:11,40.7310195,-73.9859102,0,0,0,0,0,0,0,0
12/25/16,16:18,40.7441674,-73.9124783,0,0,0,0,0,0,0,0
12/25/16,16:20,40.7642781,-73.9730158,0,0,0,0,0,0,0,0
12/25/16,17:00,40.6937879,-73.8117234,1,0,0,0,0,0,1,0
12/25/16,20:00,40.6059516,-74.0760061,0,0,0,0,0,0,0,0
12/25/16,23:15,40.8701964,-73.8661763,1,0,2,0,0,0,0,0
12/25/16,23:30,40.595497,-73.7782188,0,0,0,0,0,0,0,0
12/25/16,23:30,40.7914069,-73.9356781,0,0,0,0,0,0,0,0
12/25/16,3:32,40.7194676,-74.0043723,0,0,0,0,0,0,0,0
12/25/16,3:40,40.7452409,-73.8692892,0,0,0,0,0,0,0,0
12/25/16,5:20,40.7478708,-73.8260476,0,0,0,0,0,0,0,0
11/30/16,16:11,40.688553,-73.9124432,1,0,0,0,0,0,1,0
11/30/16,16:11,40.6476772,-74.0145875,1,0,0,0,0,0,1,0
11/30/16,16:11,40.6841675,-73.9293087,1,0,0,0,0,0,1,0
12/25/16,8:30,40.6294058,-74.1126617,0,0,0,0,0,0,0,0
12/25/16,9:00,40.6412553,-73.9963931,0,0,0,0,0,0,0,0
12/24/16,0:41,40.6372771,-73.9317652,0,0,0,0,0,0,0,0
12/24/16,10:27,40.6813932,-73.791724,0,0,0,0,0,0,0,0
12/24/16,10:35,40.5209185,-74.2351117,0,0,0,0,0,0,0,0
12/24/16,10:50,40.828524,-73.8487675,2,0,0,0,0,0,2,0
11/30/16,18:11,40.6646236,-73.9233567,0,0,0,0,0,0,0,0
11/30/16,18:11,40.6795026,-73.9531305,0,0,0,0,0,0,0,0
11/30/16,18:11,40.6421148,-73.9030598,0,0,0,0,0,0,0,0
11/30/16,18:11,40.7506836,-73.9945465,0,0,0,0,0,0,0,0
11/30/16,18:11,40.7403712,-73.9894592,0,0,0,0,0,0,0,0
12/24/16,14:40,40.6149204,-73.914672,0,0,0,0,0,0,0,0
12/24/16,14:40,40.716528,-73.9958912,0,0,0,0,0,0,0,0
12/24/16,14:40,40.7570713,-73.8673854,0,0,0,0,0,0,0,0
12/24/16,21:30,40.7616241,-73.8220734,0,0,0,0,0,0,0,0
12/24/16,21:30,40.7632779,-73.8159719,1,0,0,0,0,0,1,0
11/30/16,22:11,40.6445622,-73.98835,3,0,0,0,0,0,3,0
11/30/16,23:11,40.6428878,-73.9545255,1,0,1,0,0,0,0,0
11/30/16,23:11,40.6114287,-74.1168345,1,0,1,0,0,0,0,0
12/24/16,23:55,40.7626784,-73.9543321,0,0,0,0,0,0,0,0
12/24/16,2:15,40.7079612,-73.7290758,0,0,0,0,0,0,0,0
12/24/16,3:15,40.6616461,-73.7588343,0,0,0,0,0,0,0,0
12/24/16,3:25,40.7225248,-73.9887982,1,0,1,0,0,0,0,0
12/24/16,5:00,40.666297,-73.8944384,0,0,0,0,0,0,0,0
12/24/16,6:30,40.8774757,-73.8366002,1,0,1,0,0,0,0,0
11/30/16,8:11,40.5483935,-74.1911006,0,0,0,0,0,0,0,0
12/24/16,8:00,40.6827376,-73.97651,0,0,0,0,0,0,0,0
12/24/16,9:36,40.76599,-73.7592112,1,0,0,0,0,0,1,0
12/23/16,0:10,40.7473741,-73.906577,0,0,0,0,0,0,0,0
12/23/16,10:22,40.592999,-73.9936412,0,0,0,0,0,0,0,0
12/23/16,10:30,40.8538153,-73.9073312,1,0,1,0,0,0,0,0
12/23/16,10:33,40.655496,-73.8883178,0,0,0,0,0,0,0,0
12/23/16,10:35,40.6340778,-74.1230675,0,0,0,0,0,0,0,0
11/29/16,11:11,40.7329423,-73.8496051,0,0,0,0,0,0,0,0
11/29/16,11:11,40.6551132,-73.7338423,0,0,0,0,0,0,0,0
12/23/16,13:50,40.6353324,-74.1253577,0,0,0,0,0,0,0,0
12/23/16,14:29,40.7710846,-73.9082189,0,0,0,0,0,0,0,0
12/23/16,14:30,40.8615245,-73.8432661,0,0,0,0,0,0,0,0
11/29/16,14:11,40.8011849,-73.9397457,0,0,0,0,0,0,0,0
12/23/16,17:00,40.719768,-73.9406923,0,0,0,0,0,0,0,0
12/23/16,17:00,40.5996322,-73.9700538,0,0,0,0,0,0,0,0
12/23/16,1:20,40.6362074,-73.9489851,0,0,0,0,0,0,0,0
12/23/16,1:20,40.7448492,-73.8356768,1,0,0,0,0,0,1,0
12/23/16,20:54,40.5319181,-74.1917442,0,0,0,0,0,0,0,0
12/23/16,23:24,40.8782895,-73.8700582,1,0,0,0,0,0,1,0
12/23/16,23:30,40.6227987,-74.0283499,1,0,1,0,0,0,0,0
12/23/16,23:40,40.8392968,-73.8841648,0,0,0,0,0,0,0,0
12/22/16,11:50,40.6134616,-74.1005508,0,0,0,0,0,0,0,0
12/22/16,11:50,40.8220716,-73.9499229,1,0,0,0,0,0,1,0
11/29/16,21:11,40.6056754,-73.9669612,1,0,1,0,0,0,0,0
11/29/16,21:11,40.7947356,-73.9698722,1,0,1,0,0,0,0,0
12/22/16,12:54,40.7170331,-73.9996429,0,0,0,0,0,0,0,0
12/22/16,13:00,40.8080019,-73.9638986,0,0,0,0,0,0,0,0
12/22/16,13:50,40.6852929,-73.9761991,1,0,1,0,0,0,0,0
12/22/16,15:05,40.7916212,-73.9488479,1,0,0,0,0,0,1,0
12/22/16,15:15,40.6132982,-73.9223747,0,0,0,0,0,0,0,0
12/22/16,15:15,40.7428752,-73.9339378,0,0,0,0,0,0,0,0
12/22/16,15:15,40.7197624,-73.9447576,0,0,0,0,0,0,0,0
12/22/16,15:15,40.6931192,-73.968811,1,0,0,0,0,0,1,0
12/22/16,18:06,40.8132316,-73.9312863,0,0,0,0,0,0,0,0
12/22/16,18:10,40.6021368,-74.11487,0,0,0,0,0,0,0,0
12/22/16,18:11,40.8644625,-73.9189434,0,0,0,0,0,0,0,0
12/22/16,20:12,40.7217925,-73.9998521,1,0,1,0,0,0,0,0
12/22/16,20:15,40.6897885,-73.8095261,2,0,0,0,0,0,2,0
11/28/16,14:11,40.7868436,-73.8496025,0,0,0,0,0,0,0,0
12/22/16,21:25,40.8107645,-73.9525902,0,0,0,0,0,0,0,0
11/28/16,15:11,40.6866536,-73.834926,0,0,0,0,0,0,0,0
12/22/16,22:15,40.633635,-74.1288421,0,0,0,0,0,0,0,0
12/22/16,22:20,40.7795441,-73.9879942,0,0,0,0,0,0,0,0
12/22/16,22:24,40.6960346,-73.9845292,0,0,0,0,0,0,0,0
12/22/16,22:50,40.7103517,-73.7938951,0,0,0,0,0,0,0,0
12/22/16,22:55,40.7536948,-73.8983014,6,0,0,0,0,0,12,0
12/22/16,23:01,40.8574211,-73.8999552,0,0,0,0,0,0,0,0
12/22/16,23:14,40.7979463,-73.9400231,0,0,0,0,0,0,0,0
12/22/16,7:08,40.637893,-73.998375,0,0,0,0,0,0,0,0
12/22/16,7:45,40.7382708,-73.7970515,1,0,0,0,0,0,1,0
11/28/16,20:11,40.6803663,-73.7540039,0,0,0,0,0,0,0,0
12/22/16,8:15,40.6746774,-73.7636721,0,0,0,0,0,0,0,0
12/22/16,8:30,40.7366548,-73.907888,0,0,0,0,0,0,0,0
12/22/16,9:00,40.7431411,-73.7497988,1,0,0,0,0,0,1,0
12/31/16,0:50,40.577945,-74.1023153,0,0,0,0,0,0,0,0
12/21/16,11:08,40.5944378,-73.9574607,0,0,0,0,0,0,0,0
12/31/16,0:58,40.668475,-73.8960174,0,0,0,0,0,0,0,0
12/31/16,10:00,40.7146318,-73.7513307,0,0,0,0,0,0,0,0
12/31/16,10:05,40.8773934,-73.8664909,0,0,0,0,0,0,0,0
12/21/16,12:44,40.6986634,-73.9181243,0,0,0,0,0,0,0,0
12/21/16,12:45,40.616555,-73.9965818,0,0,0,0,0,0,0,0
12/31/16,10:30,40.7876856,-73.9750141,0,0,0,0,0,0,0,0
12/31/16,10:30,40.6387858,-73.9453727,1,0,1,0,0,0,0,0
12/21/16,13:00,40.8308829,-73.9322659,0,0,0,0,0,0,0,0
12/21/16,13:05,40.8632457,-73.9258139,0,0,0,0,0,0,0,0
12/21/16,13:10,40.8831185,-73.825173,0,0,0,0,0,0,0,0
12/31/16,12:46,40.756133,-73.9676048,0,0,0,0,0,0,0,0
12/31/16,12:50,40.5564715,-74.1526283,0,0,0,0,0,0,0,0
12/21/16,14:30,40.6968159,-73.9349139,0,0,0,0,0,0,0,0
12/21/16,14:30,40.7251108,-73.7705573,0,0,0,0,0,0,0,0
12/31/16,13:00,40.8128971,-73.9221383,0,0,0,0,0,0,0,0
12/31/16,13:00,40.715671,-73.8762515,0,0,0,0,0,0,0,0
12/31/16,13:00,40.7699976,-73.9158178,1,0,0,0,0,0,2,0
12/21/16,15:31,40.6302691,-73.959441,0,0,0,0,0,0,0,0
12/21/16,15:40,40.6800886,-73.9439725,0,0,0,0,0,0,0,0
12/21/16,17:30,40.7118379,-73.9174877,0,0,0,0,0,0,0,0
12/21/16,17:30,40.5720144,-74.146991,0,0,0,0,0,0,0,0
12/21/16,17:30,40.5812422,-74.0984395,0,0,0,0,0,0,0,0
12/21/16,17:50,40.8694288,-73.8257368,1,0,1,0,0,0,0,0
12/21/16,17:50,40.6724068,-73.7528977,1,0,0,0,0,0,1,0
12/31/16,13:52,40.7405445,-73.9381983,0,0,0,0,0,0,0,0
12/31/16,13:55,40.7661464,-73.9832783,0,0,0,0,0,0,0,0
12/21/16,17:56,40.8644114,-73.8644815,0,0,0,0,0,0,0,0
12/21/16,18:00,40.6481022,-73.9147305,0,0,0,0,0,0,0,0
12/21/16,18:00,40.7642891,-73.9556159,0,0,0,0,0,0,0,0
12/21/16,18:00,40.6774141,-73.8866083,1,0,0,0,0,0,1,0
11/27/16,12:11,40.6259754,-73.9762346,0,0,0,0,0,0,0,0
11/27/16,12:11,40.6943232,-73.9988656,0,0,0,0,0,0,0,0
12/31/16,13:56,40.8275324,-73.8863597,0,0,0,0,0,0,0,0
12/21/16,19:07,40.7235297,-73.992817,0,0,0,0,0,0,0,0
12/31/16,14:50,40.8275168,-73.8531565,0,0,0,0,0,0,0,0
12/31/16,14:50,40.8844583,-73.8328255,0,0,0,0,0,0,0,0
12/31/16,14:50,40.6024219,-73.9945838,0,0,0,0,0,0,0,0
12/21/16,19:55,40.7366168,-73.9950925,0,0,0,0,0,0,0,0
12/21/16,22:25,40.7617706,-73.979056,0,0,0,0,0,0,0,0
12/31/16,15:07,40.8369817,-73.906921,0,0,0,0,0,0,0,0
12/20/16,0:05,40.9014634,-73.8787424,0,0,0,0,0,0,0,0
12/20/16,10:22,40.7865477,-73.9525532,0,0,0,0,0,0,0,0
12/20/16,10:30,40.8391759,-73.8527296,0,0,0,0,0,0,0,0
12/20/16,10:30,40.8637864,-73.9002746,0,0,0,0,0,0,0,0
12/31/16,15:10,40.7444713,-73.9115071,1,0,1,0,0,0,0,0
12/31/16,7:15,40.704208,-73.9145686,0,0,0,0,0,0,0,0
12/31/16,9:00,40.6294805,-73.9444689,0,0,0,0,0,0,0,0
12/31/16,9:00,40.8279109,-73.9041947,1,0,1,0,0,0,0,0
12/20/16,16:05,40.6176136,-74.1045841,0,0,0,0,0,0,0,0
12/20/16,16:06,40.566994,-74.1132367,0,0,0,0,0,0,0,0
11/27/16,17:11,40.6671108,-73.9328665,1,0,1,0,0,0,0,0
11/27/16,18:11,40.8649791,-73.8217535,0,0,0,0,0,0,0,0
12/31/16,9:40,40.6691137,-73.9533541,0,0,0,0,0,0,0,0
12/30/16,10:00,40.7440288,-73.9261524,0,0,0,0,0,0,0,0
12/30/16,10:00,40.7659797,-73.8689055,0,0,0,0,0,0,0,0
12/30/16,10:00,40.6912092,-73.7623154,0,0,0,0,0,0,0,0
12/20/16,16:15,40.8123086,-73.8963599,0,0,0,0,0,0,0,0
12/30/16,10:45,40.761064,-73.8738786,0,0,0,0,0,0,0,0
12/30/16,14:27,40.6811505,-73.9926305,0,0,0,0,0,0,0,0
12/30/16,14:30,40.8566258,-73.8318929,1,0,0,0,0,0,1,0
12/30/16,14:45,40.6079204,-74.1389113,0,0,0,0,0,0,0,0
12/30/16,14:49,40.7192038,-73.9903644,0,0,0,0,0,0,0,0
12/30/16,14:50,40.8608393,-73.8399417,2,0,0,0,0,0,2,0
12/30/16,14:55,40.6619416,-73.9314805,0,0,0,0,0,0,0,0
12/30/16,14:55,40.7266047,-73.9306435,0,0,0,0,0,0,0,0
12/30/16,14:56,40.6286429,-74.0059263,0,0,0,0,0,0,0,0
12/30/16,15:00,40.7225499,-74.006299,0,0,0,0,0,0,0,0
12/30/16,15:55,40.7139419,-73.8487137,0,0,0,0,0,0,0,0
12/30/16,16:00,40.7260613,-73.9398064,0,0,0,0,0,0,0,0
12/30/16,16:00,40.7067007,-74.0160467,0,0,0,0,0,0,0,0
12/30/16,16:00,40.7203761,-74.0032612,0,0,0,0,0,0,0,0
12/30/16,16:15,40.8150503,-73.92426,1,0,1,0,0,0,0,0
12/30/16,16:28,40.6689987,-73.8047976,0,0,0,0,0,0,0,0
12/30/16,16:28,40.668799,-73.803551,0,0,0,0,0,0,0,0
12/30/16,16:30,40.8925608,-73.8597691,1,0,1,0,0,0,0,0
12/30/16,16:35,40.636147,-73.9909565,0,0,0,0,0,0,0,0
12/30/16,17:00,40.6827228,-73.8291056,1,0,0,0,0,0,1,0
12/30/16,17:30,40.7197624,-73.9447576,0,0,0,0,0,0,0,0
11/27/16,4:11,40.7317422,-74.0032979,0,0,0,0,0,0,0,0
11/27/16,4:11,40.7010536,-73.8088765,0,0,0,0,0,0,0,0
12/29/16,10:15,40.7788262,-73.9780432,0,0,0,0,0,0,0,0
12/29/16,10:20,40.7594769,-73.8660125,0,0,0,0,0,0,0,0
12/29/16,12:45,40.739883,-74.0069213,0,0,0,0,0,0,0,0
12/29/16,12:45,40.7533378,-73.9202769,3,0,0,0,0,0,3,0
12/20/16,21:15,40.7414135,-73.9833603,1,0,1,0,0,0,0,0
12/20/16,21:25,40.7419723,-73.8411542,0,0,0,0,0,0,0,0
12/29/16,13:00,40.6240284,-73.9718441,1,0,0,0,0,0,1,0
12/29/16,13:15,40.8831593,-73.880887,0,0,0,0,0,0,0,0
12/20/16,23:30,40.7096816,-73.8784665,0,0,0,0,0,0,0,0
11/27/16,9:11,40.7193826,-73.9988672,0,0,0,0,0,0,0,0
11/26/16,0:11,40.6361331,-73.9727361,0,0,0,0,0,0,0,0
11/1/16,21:11,40.7246067,-73.8158081,1,0,0,0,0,0,1,0
12/29/16,13:30,40.6549818,-73.8992028,0,0,0,0,0,0,0,0
12/29/16,13:30,40.7602031,-73.890947,0,0,0,0,0,0,0,0
12/20/16,23:40,40.6299872,-73.9715677,0,0,0,0,0,0,0,0
12/20/16,23:50,40.7758275,-73.9912576,0,0,0,0,0,0,0,0
12/20/16,23:53,40.7609059,-73.9669961,0,0,0,0,0,0,0,0
11/26/16,0:11,40.7376637,-73.9804348,0,0,0,0,0,0,0,0
12/29/16,13:36,40.6635731,-73.9561839,0,0,0,0,0,0,0,0
12/29/16,13:45,40.7791445,-73.9447738,0,0,0,0,0,0,0,0
11/15/16,7:11,40.6271022,-74.029573,1,0,1,0,0,0,0,0
11/15/16,7:11,40.6737483,-73.8432315,1,0,0,0,0,0,1,0
11/15/16,7:11,40.69335,-73.830528,1,0,1,0,0,0,0,0
11/15/16,7:11,40.7829616,-73.808237,2,0,2,0,0,0,0,0
11/15/16,8:11,40.6765627,-73.8729857,0,0,0,0,0,0,0,0
12/29/16,18:40,40.7821423,-73.8248379,1,0,0,0,0,0,1,0
12/29/16,18:43,40.5676287,-74.1126115,0,0,0,0,0,0,0,0
12/29/16,18:45,40.8588701,-73.8695177,1,0,1,0,0,0,0,0
12/20/16,9:28,40.6868202,-73.9695856,0,0,0,0,0,0,0,0
12/29/16,1:17,40.7631147,-73.9996498,1,0,0,0,0,0,1,0
12/29/16,1:24,40.7640559,-73.9922423,0,0,0,0,0,0,0,0
12/29/16,5:35,40.8537167,-73.9268006,0,0,0,0,0,0,0,0
12/19/16,0:10,40.747647,-73.8837134,0,0,0,0,0,0,0,0
12/19/16,10:00,40.7555009,-73.7927159,0,0,0,0,0,0,0,0
11/26/16,15:11,40.8047092,-73.9191352,0,0,0,0,0,0,0,0
12/29/16,6:00,40.7180184,-73.9999567,0,0,0,0,0,0,0,0
12/29/16,6:00,40.7398168,-73.9427567,0,0,0,0,0,0,0,0
12/29/16,6:05,40.7567642,-73.9671533,0,0,0,0,0,0,0,0
12/19/16,10:00,40.7482008,-73.860849,0,0,0,0,0,0,0,0
12/19/16,10:00,40.7450055,-73.8748184,0,0,0,0,0,0,0,0
12/19/16,10:00,40.6420312,-74.0951457,0,0,0,0,0,0,0,0
12/29/16,6:40,40.7649591,-73.9745786,0,0,0,0,0,0,0,0
12/29/16,6:45,40.6940516,-73.8280091,0,0,0,0,0,0,0,0
12/29/16,6:50,40.7298259,-74.0106005,0,0,0,0,0,0,0,0
12/29/16,6:55,40.5727546,-74.1140276,1,0,0,0,1,0,0,0
12/19/16,10:08,40.6025723,-73.9872698,0,0,0,0,0,0,0,0
12/19/16,10:10,40.7559172,-73.9863489,0,0,0,0,0,0,0,0
12/29/16,9:25,40.7503519,-73.8188372,0,0,0,0,0,0,0,0
12/28/16,11:30,40.5771699,-74.0007632,0,0,0,0,0,0,0,0
12/28/16,12:10,40.6105113,-74.0957491,0,0,0,0,0,0,0,0
12/28/16,12:13,40.7554843,-73.7417243,0,0,0,0,0,0,0,0
12/28/16,12:15,40.5938073,-73.9406098,0,0,0,0,0,0,0,0
12/28/16,12:15,40.7068663,-74.00699,0,0,0,0,0,0,0,0
12/19/16,11:30,40.6287464,-73.8887693,1,0,0,0,0,0,1,0
12/28/16,21:20,40.6781923,-73.944623,0,0,0,0,0,0,0,0
12/28/16,21:25,40.637108,-73.8933748,0,0,0,0,0,0,0,0
12/28/16,21:30,40.7168135,-73.9977634,0,0,0,0,0,0,0,0
12/19/16,14:35,40.7098664,-73.9964255,0,0,0,0,0,0,0,0
12/19/16,14:40,40.686922,-73.9475364,0,0,0,0,0,0,0,0
12/19/16,14:40,40.6755098,-74.0007414,0,0,0,0,0,0,0,0
12/27/16,13:04,40.8257518,-73.8367091,0,0,0,0,0,0,0,0
12/27/16,13:05,40.8534825,-73.8262101,0,0,0,0,0,0,0,0
12/19/16,15:00,40.7577537,-73.7833817,0,0,0,0,0,0,0,0
12/27/16,13:30,40.745287,-73.9483025,0,0,0,0,0,0,0,0
12/27/16,13:30,40.7188893,-73.8415885,0,0,0,0,0,0,0,0
12/19/16,15:30,40.7553558,-73.9774157,1,0,1,0,0,0,0,0
12/19/16,15:35,40.6498526,-73.9033548,0,0,0,0,0,0,0,0
12/19/16,15:35,40.761217,-73.886397,2,0,0,0,0,0,2,0
12/27/16,13:40,40.7576691,-73.9591454,0,0,0,0,0,0,0,0
12/27/16,13:50,40.759626,-73.9954735,0,0,0,0,0,0,0,0
12/19/16,15:46,40.839178,-73.9411352,0,0,0,0,0,0,0,0
12/19/16,16:00,40.6365546,-73.9182042,0,0,0,0,0,0,0,0
12/19/16,16:00,40.6865285,-73.8300405,0,0,0,0,0,0,0,0
12/27/16,20:15,40.6882933,-73.8318534,1,0,1,0,0,0,0,0
12/27/16,20:20,40.6515625,-73.9342697,0,0,0,0,0,0,0,0
12/19/16,17:34,40.5444863,-74.1764993,1,0,0,0,0,0,1,0
12/19/16,17:40,40.6077169,-74.1427131,0,0,0,0,0,0,0,0
12/27/16,20:36,40.6668946,-73.8054526,0,0,0,0,0,0,0,0
12/27/16,20:40,40.6126733,-74.011594,0,0,0,0,0,0,0,0
12/27/16,20:40,40.6099861,-73.9623778,1,0,1,0,0,0,0,0
12/27/16,22:15,40.7630248,-73.9781387,2,0,0,0,0,0,2,0
